ra,dec,frequency,flux,flux_err,upper_limit
208.36667,56.01556,1.210E+24,2.442E-13,6.444E-14,
208.36667,56.01556,2.418E+24,1.590E-13,6.635E-14,
208.36667,56.01556,4.110E+24,1.831E-13,8.402E-14,
208.36667,56.01556,7.250E+24,2.261E-13,1.171E-13,
208.36667,56.01556,1.210E+25,1.522E-13,1.100E-13,
208.36667,56.01556,2.420E+25,4.190E-13,0.000E+00,UL
211.625,-39.58583,2.420E+23,2.040E-13,0.000E+00,UL
211.625,-39.58583,4.110E+23,1.670E-13,0.000E+00,UL
211.625,-39.58583,7.250E+23,9.146E-14,7.380E-14,
211.625,-39.58583,1.210E+24,1.154E-13,5.884E-14,
211.625,-39.58583,2.418E+24,3.380E-13,1.062E-13,
211.625,-39.58583,4.110E+24,5.165E-13,1.480E-13,
211.625,-39.58583,7.250E+24,7.602E-13,1.563E-13,
211.625,-39.58583,1.210E+25,6.205E-13,2.630E-13,
211.625,-39.58583,2.420E+25,4.604E-13,2.500E-13,
218.42792,-73.07722,2.420E+23,2.040E-13,0.000E+00,UL
218.42792,-73.07722,4.110E+23,1.670E-13,0.000E+00,UL
218.42792,-73.07722,7.250E+23,1.440E-13,0.000E+00,UL
218.42792,-73.07722,1.210E+24,1.390E-13,0.000E+00,UL
218.42792,-73.07722,2.418E+24,7.971E-14,4.361E-14,
218.42792,-73.07722,4.110E+24,2.060E-13,9.333E-14,
218.42792,-73.07722,7.250E+24,3.909E-13,1.077E-13,
218.42792,-73.07722,1.210E+25,4.052E-13,2.116E-13,
218.42792,-73.07722,2.420E+25,4.190E-13,0.000E+00,UL
219.60625,12.07167,2.420E+23,1.500E-13,1.182E-13,
219.60625,12.07167,4.110E+23,1.706E-13,8.596E-14,
219.60625,12.07167,7.250E+23,1.997E-13,6.544E-14,
219.60625,12.07167,1.210E+24,1.425E-13,6.792E-14,
219.60625,12.07167,2.418E+24,1.436E-13,8.044E-14,
219.60625,12.07167,4.110E+24,1.743E-13,1.181E-13,
219.60625,12.07167,7.250E+24,1.650E-13,1.158E-13,
219.60625,12.07167,1.210E+25,2.570E-13,0.000E+00,UL
219.60625,12.07167,2.420E+25,4.190E-13,0.000E+00,UL
220.65167,-46.38361,2.420E+23,8.080E-13,2.453E-13,
220.65167,-46.38361,4.110E+23,7.176E-13,1.297E-13,
220.65167,-46.38361,7.250E+23,6.678E-13,1.012E-13,
220.65167,-46.38361,1.210E+24,5.642E-13,1.071E-13,
220.65167,-46.38361,2.418E+24,6.458E-13,1.473E-13,
220.65167,-46.38361,4.110E+24,8.200E-13,1.934E-13,
220.65167,-46.38361,7.250E+24,7.320E-13,2.319E-13,
220.65167,-46.38361,1.210E+25,5.486E-13,2.970E-13,
223.93167,-76.01444,2.420E+23,9.937E-14,7.810E-14,
223.93167,-76.01444,4.110E+23,1.452E-13,8.942E-14,
223.93167,-76.01444,7.250E+23,1.976E-13,6.906E-14,
223.93167,-76.01444,1.210E+24,2.655E-13,9.740E-14,
223.93167,-76.01444,2.418E+24,4.045E-13,1.015E-13,
223.93167,-76.01444,4.110E+24,4.152E-13,1.287E-13,
223.93167,-76.01444,7.250E+24,2.978E-13,9.044E-14,
223.93167,-76.01444,1.210E+25,1.958E-13,8.151E-14,
223.93167,-76.01444,2.420E+25,4.190E-13,0.000E+00,UL
224.015,50.80722,2.420E+23,2.419E-13,1.389E-13,
224.015,50.80722,4.110E+23,2.099E-13,7.684E-14,
224.015,50.80722,7.250E+23,1.968E-13,5.910E-14,
224.015,50.80722,1.210E+24,1.279E-13,6.202E-14,
224.015,50.80722,2.418E+24,9.826E-14,6.079E-14,
224.015,50.80722,4.110E+24,1.791E-13,8.967E-14,
224.015,50.80722,7.250E+24,1.153E-13,7.204E-14,
224.015,50.80722,1.210E+25,8.305E-14,4.328E-14,
224.015,50.80722,2.420E+25,4.190E-13,0.000E+00,UL
226.65458,-5.66778,2.420E+23,1.152E-13,9.000E-14,
226.65458,-5.66778,4.110E+23,1.794E-13,1.178E-13,
226.65458,-5.66778,7.250E+23,1.884E-13,8.269E-14,
226.65458,-5.66778,1.210E+24,2.881E-13,9.097E-14,
226.65458,-5.66778,2.418E+24,2.861E-13,1.025E-13,
226.65458,-5.66778,4.110E+24,3.431E-13,1.356E-13,
226.65458,-5.66778,7.250E+24,5.079E-13,2.184E-13,
226.65458,-5.66778,1.210E+25,4.020E-13,2.206E-13,
226.65458,-5.66778,2.420E+25,4.190E-13,0.000E+00,UL
227.67125,33.58444,2.420E+23,3.295E-13,1.875E-13,
227.67125,33.58444,4.110E+23,1.169E-13,7.597E-14,
227.67125,33.58444,7.250E+23,1.440E-13,0.000E+00,UL
227.67125,33.58444,1.210E+24,1.390E-13,0.000E+00,UL
227.67125,33.58444,2.418E+24,1.162E-13,6.443E-14,
227.67125,33.58444,4.110E+24,1.755E-13,9.059E-14,
227.67125,33.58444,7.250E+24,2.838E-13,7.987E-14,
227.67125,33.58444,1.210E+25,2.775E-13,2.131E-13,
227.67125,33.58444,2.420E+25,4.190E-13,0.000E+00,UL
227.90375,-16.89056,2.420E+23,2.040E-13,0.000E+00,UL
227.90375,-16.89056,4.110E+23,1.078E-13,9.536E-14,
227.90375,-16.89056,7.250E+23,1.440E-13,0.000E+00,UL
227.90375,-16.89056,1.210E+24,1.390E-13,0.000E+00,UL
227.90375,-16.89056,2.418E+24,1.450E-13,0.000E+00,UL
227.90375,-16.89056,4.110E+24,1.093E-13,8.314E-14,
227.90375,-16.89056,7.250E+24,2.030E-13,0.000E+00,UL
227.90375,-16.89056,1.210E+25,2.570E-13,0.000E+00,UL
227.90375,-16.89056,2.420E+25,4.190E-13,0.000E+00,UL
229.07792,-15.39556,2.420E+23,2.581E-13,1.869E-13,
229.07792,-15.39556,4.110E+23,2.175E-13,1.063E-13,
229.07792,-15.39556,7.250E+23,2.041E-13,1.122E-13,
229.07792,-15.39556,1.210E+24,2.735E-13,9.512E-14,
229.07792,-15.39556,2.418E+24,2.310E-13,1.029E-13,
229.07792,-15.39556,4.110E+24,1.654E-13,1.103E-13,
229.07792,-15.39556,7.250E+24,1.688E-13,1.256E-13,
229.07792,-15.39556,1.210E+25,2.570E-13,0.000E+00,UL
229.07792,-15.39556,2.420E+25,4.190E-13,0.000E+00,UL
229.61083,7.87278,2.420E+23,2.040E-13,0.000E+00,UL
229.61083,7.87278,4.110E+23,1.670E-13,0.000E+00,UL
229.61083,7.87278,7.250E+23,1.440E-13,0.000E+00,UL
229.61083,7.87278,1.210E+24,1.888E-13,8.346E-14,
229.61083,7.87278,2.418E+24,3.021E-13,9.735E-14,
229.61083,7.87278,4.110E+24,2.800E-13,1.246E-13,
229.61083,7.87278,7.250E+24,2.030E-13,0.000E+00,UL
229.61083,7.87278,1.210E+25,2.570E-13,0.000E+00,UL
229.61083,7.87278,2.420E+25,4.190E-13,0.000E+00,UL
229.69042,6.23222,2.420E+23,2.040E-13,0.000E+00,UL
229.69042,6.23222,4.110E+23,2.104E-13,1.068E-13,
229.69042,6.23222,7.250E+23,2.211E-13,7.685E-14,
229.69042,6.23222,1.210E+24,1.643E-13,6.868E-14,
229.69042,6.23222,2.418E+24,2.059E-13,9.189E-14,
229.69042,6.23222,4.110E+24,1.140E-13,9.762E-14,
229.69042,6.23222,7.250E+24,1.217E-13,9.163E-14,
229.69042,6.23222,1.210E+25,3.406E-13,2.062E-13,
229.69042,6.23222,2.420E+25,4.190E-13,0.000E+00,UL
231.69417,-15.50722,2.420E+23,3.677E-13,1.768E-13,
231.69417,-15.50722,4.110E+23,3.541E-13,1.101E-13,
231.69417,-15.50722,7.250E+23,3.783E-13,9.007E-14,
231.69417,-15.50722,1.210E+24,3.744E-13,9.614E-14,
231.69417,-15.50722,2.418E+24,3.658E-13,1.130E-13,
231.69417,-15.50722,4.110E+24,4.342E-13,1.497E-13,
231.69417,-15.50722,7.250E+24,3.153E-13,1.741E-13,
231.69417,-15.50722,1.210E+25,2.237E-13,1.485E-13,
231.69417,-15.50722,2.420E+25,4.190E-13,0.000E+00,UL
232.30625,38.20472,2.420E+23,1.341E-13,1.246E-13,
232.30625,38.20472,4.110E+23,1.263E-13,6.613E-14,
232.30625,38.20472,7.250E+23,1.379E-13,5.164E-14,
232.30625,38.20472,1.210E+24,2.488E-13,6.927E-14,
232.30625,38.20472,2.418E+24,3.081E-13,9.650E-14,
232.30625,38.20472,4.110E+24,2.325E-13,1.291E-13,
232.30625,38.20472,7.250E+24,2.030E-13,0.000E+00,UL
232.30625,38.20472,1.210E+25,2.570E-13,0.000E+00,UL
232.30625,38.20472,2.420E+25,4.190E-13,0.000E+00,UL
235.5125,-29.2525,2.420E+23,5.039E-13,1.698E-13,
235.5125,-29.2525,4.110E+23,6.178E-13,1.254E-13,
235.5125,-29.2525,7.250E+23,6.750E-13,1.031E-13,
235.5125,-29.2525,1.210E+24,6.722E-13,1.144E-13,
235.5125,-29.2525,2.418E+24,7.589E-13,1.660E-13,
235.5125,-29.2525,4.110E+24,7.925E-13,1.822E-13,
235.5125,-29.2525,7.250E+24,1.025E-12,2.582E-13,
235.5125,-29.2525,1.210E+25,8.824E-13,3.348E-13,
235.5125,-29.2525,2.420E+25,4.965E-13,8.511E-14,
236.60417,-28.95639,2.420E+23,2.040E-13,0.000E+00,UL
236.60417,-28.95639,4.110E+23,1.320E-13,8.873E-14,
236.60417,-28.95639,7.250E+23,2.106E-13,8.388E-14,
236.60417,-28.95639,1.210E+24,2.144E-13,1.006E-13,
236.60417,-28.95639,2.418E+24,1.366E-13,1.028E-13,
236.60417,-28.95639,4.110E+24,1.768E-13,1.094E-13,
236.60417,-28.95639,7.250E+24,2.209E-13,1.380E-13,
236.60417,-28.95639,1.210E+25,2.570E-13,0.000E+00,UL
236.60417,-28.95639,2.420E+25,4.190E-13,0.000E+00,UL
237.72167,-8.37944,2.420E+23,2.681E-13,2.141E-13,
237.72167,-8.37944,4.110E+23,2.762E-13,1.278E-13,
237.72167,-8.37944,7.250E+23,2.668E-13,1.027E-13,
237.72167,-8.37944,1.210E+24,3.255E-13,9.878E-14,
237.72167,-8.37944,2.418E+24,4.755E-13,1.262E-13,
237.72167,-8.37944,4.110E+24,6.262E-13,1.763E-13,
237.72167,-8.37944,7.250E+24,5.166E-13,2.144E-13,
237.72167,-8.37944,1.210E+25,3.027E-13,2.273E-13,
237.72167,-8.37944,2.420E+25,4.190E-13,0.000E+00,UL
238.63542,-12.22361,2.420E+23,9.319E-14,8.357E-14,
238.63542,-12.22361,4.110E+23,1.670E-13,1.374E-13,
238.63542,-12.22361,7.250E+23,2.823E-13,1.095E-13,
238.63542,-12.22361,1.210E+24,4.300E-13,1.096E-13,
238.63542,-12.22361,2.418E+24,5.130E-13,1.441E-13,
238.63542,-12.22361,4.110E+24,3.318E-13,1.667E-13,
238.63542,-12.22361,7.250E+24,2.768E-13,2.092E-13,
238.63542,-12.22361,1.210E+25,2.570E-13,0.000E+00,UL
238.63542,-12.22361,2.420E+25,4.190E-13,0.000E+00,UL
240.575,30.8525,2.420E+23,1.252E-13,9.492E-14,
240.575,30.8525,4.110E+23,1.489E-13,6.992E-14,
240.575,30.8525,7.250E+23,1.852E-13,5.821E-14,
240.575,30.8525,1.210E+24,2.232E-13,6.337E-14,
240.575,30.8525,2.418E+24,2.178E-13,7.975E-14,
240.575,30.8525,4.110E+24,1.783E-13,1.035E-13,
240.575,30.8525,7.250E+24,9.198E-14,7.858E-14,
240.575,30.8525,1.210E+25,2.570E-13,0.000E+00,UL
240.575,30.8525,2.420E+25,4.190E-13,0.000E+00,UL
241.32917,54.34972,2.420E+23,1.323E-13,7.583E-14,
241.32917,54.34972,4.110E+23,1.918E-13,6.348E-14,
241.32917,54.34972,7.250E+23,2.559E-13,1.408E-14,
241.32917,54.34972,1.210E+24,3.257E-13,6.457E-14,
241.32917,54.34972,2.418E+24,3.606E-13,9.954E-14,
241.32917,54.34972,4.110E+24,2.725E-13,5.888E-14,
241.32917,54.34972,7.250E+24,1.008E-13,2.000E-14,
241.32917,54.34972,1.210E+25,2.570E-13,0.000E+00,UL
241.32917,54.34972,2.420E+25,4.190E-13,0.000E+00,UL
241.57667,13.75889,2.420E+23,3.302E-13,2.565E-13,
241.57667,13.75889,4.110E+23,2.436E-13,9.612E-14,
241.57667,13.75889,7.250E+23,1.919E-13,6.962E-14,
241.57667,13.75889,1.210E+24,1.609E-13,6.760E-14,
241.57667,13.75889,2.418E+24,1.450E-13,0.000E+00,UL
241.57667,13.75889,4.110E+24,1.457E-13,1.296E-13,
241.57667,13.75889,7.250E+24,2.030E-13,0.000E+00,UL
241.57667,13.75889,1.210E+25,2.570E-13,0.000E+00,UL
241.57667,13.75889,2.420E+25,4.190E-13,0.000E+00,UL
243.36292,-19.14333,2.420E+23,3.099E-13,2.274E-13,
243.36292,-19.14333,4.110E+23,3.696E-13,1.657E-13,
243.36292,-19.14333,7.250E+23,4.694E-13,1.330E-13,
243.36292,-19.14333,1.210E+24,4.347E-13,1.152E-13,
243.36292,-19.14333,2.418E+24,3.820E-13,1.004E-13,
243.36292,-19.14333,4.110E+24,2.857E-13,1.778E-13,
243.36292,-19.14333,7.250E+24,2.595E-13,1.868E-13,
243.36292,-19.14333,1.210E+25,2.570E-13,0.000E+00,UL
243.36292,-19.14333,2.420E+25,4.190E-13,0.000E+00,UL
245.31333,-0.52778,2.420E+23,2.040E-13,0.000E+00,UL
245.31333,-0.52778,4.110E+23,1.670E-13,0.000E+00,UL
245.31333,-0.52778,7.250E+23,1.372E-13,8.677E-14,
245.31333,-0.52778,1.210E+24,2.103E-13,9.005E-14,
245.31333,-0.52778,2.418E+24,3.378E-13,1.157E-13,
245.31333,-0.52778,4.110E+24,2.643E-13,1.295E-13,
245.31333,-0.52778,7.250E+24,1.645E-13,1.384E-13,
245.31333,-0.52778,1.210E+25,2.570E-13,0.000E+00,UL
245.31333,-0.52778,2.420E+25,4.190E-13,0.000E+00,UL
245.87708,8.95667,2.420E+23,2.040E-13,0.000E+00,UL
245.87708,8.95667,4.110E+23,1.344E-13,8.391E-14,
245.87708,8.95667,7.250E+23,1.319E-13,8.357E-14,
245.87708,8.95667,1.210E+24,1.413E-13,1.055E-13,
245.87708,8.95667,2.418E+24,3.966E-13,1.167E-13,
245.87708,8.95667,4.110E+24,4.958E-13,1.592E-13,
245.87708,8.95667,7.250E+24,3.136E-13,1.319E-13,
245.87708,8.95667,1.210E+25,2.570E-13,0.000E+00,UL
245.87708,8.95667,2.420E+25,4.190E-13,0.000E+00,UL
246.69167,63.01333,2.420E+23,2.040E-13,0.000E+00,UL
246.69167,63.01333,4.110E+23,2.001E-13,5.760E-14,
246.69167,63.01333,7.250E+23,1.684E-13,4.754E-14,
246.69167,63.01333,1.210E+24,1.634E-13,5.321E-14,
246.69167,63.01333,2.418E+24,2.279E-13,7.037E-14,
246.69167,63.01333,4.110E+24,3.342E-13,4.532E-14,
246.69167,63.01333,7.250E+24,2.906E-13,1.332E-13,
246.69167,63.01333,1.210E+25,2.302E-13,1.549E-13,
246.69167,63.01333,2.420E+25,4.190E-13,0.000E+00,UL
250.58458,22.19528,2.420E+23,3.646E-13,1.996E-13,
250.58458,22.19528,4.110E+23,2.504E-13,8.712E-14,
250.58458,22.19528,7.250E+23,2.237E-13,6.950E-14,
250.58458,22.19528,1.210E+24,1.799E-13,7.181E-14,
250.58458,22.19528,2.418E+24,2.028E-13,8.275E-14,
250.58458,22.19528,4.110E+24,2.843E-13,1.089E-13,
250.58458,22.19528,7.250E+24,2.172E-13,1.319E-13,
250.58458,22.19528,1.210E+25,2.570E-13,0.000E+00,UL
250.58458,22.19528,2.420E+25,4.190E-13,0.000E+00,UL
251.08333,45.77889,2.420E+23,1.443E-13,1.022E-13,
251.08333,45.77889,4.110E+23,1.104E-13,5.285E-14,
251.08333,45.77889,7.250E+23,1.231E-13,5.218E-14,
251.08333,45.77889,1.210E+24,1.469E-13,7.057E-14,
251.08333,45.77889,2.418E+24,2.448E-13,7.508E-14,
251.08333,45.77889,4.110E+24,3.005E-13,1.128E-13,
251.08333,45.77889,7.250E+24,1.468E-13,1.002E-13,
251.08333,45.77889,1.210E+25,2.395E-13,4.562E-14,
251.08333,45.77889,2.420E+25,4.190E-13,0.000E+00,UL
253.82458,-22.67917,2.420E+23,1.172E-13,6.624E-14,
253.82458,-22.67917,4.110E+23,1.893E-13,9.823E-14,
253.82458,-22.67917,7.250E+23,1.934E-13,1.027E-13,
253.82458,-22.67917,1.210E+24,1.478E-13,9.870E-14,
253.82458,-22.67917,2.418E+24,1.450E-13,0.000E+00,UL
253.82458,-22.67917,4.110E+24,1.938E-13,1.193E-13,
253.82458,-22.67917,7.250E+24,4.194E-13,1.740E-13,
253.82458,-22.67917,1.210E+25,6.427E-13,1.320E-13,
253.82458,-22.67917,2.420E+25,4.190E-13,0.000E+00,UL
257.78583,2.73444,2.420E+23,2.040E-13,0.000E+00,UL
257.78583,2.73444,4.110E+23,1.670E-13,0.000E+00,UL
257.78583,2.73444,7.250E+23,2.329E-13,8.380E-14,
257.78583,2.73444,1.210E+24,2.656E-13,6.627E-14,
257.78583,2.73444,2.418E+24,2.928E-13,1.157E-13,
257.78583,2.73444,4.110E+24,2.062E-13,1.217E-13,
257.78583,2.73444,7.250E+24,1.400E-13,5.193E-14,
257.78583,2.73444,1.210E+25,2.570E-13,0.000E+00,UL
257.78583,2.73444,2.420E+25,4.190E-13,0.000E+00,UL
266.0825,18.87167,2.420E+23,2.040E-13,0.000E+00,UL
266.0825,18.87167,4.110E+23,1.670E-13,0.000E+00,UL
266.0825,18.87167,7.250E+23,1.426E-13,7.670E-14,
266.0825,18.87167,1.210E+24,1.912E-13,7.418E-14,
266.0825,18.87167,2.418E+24,2.314E-13,1.020E-13,
266.0825,18.87167,4.110E+24,2.113E-13,1.349E-13,
266.0825,18.87167,7.250E+24,2.283E-13,1.648E-13,
266.0825,18.87167,1.210E+25,4.499E-13,2.601E-13,
266.0825,18.87167,2.420E+25,4.190E-13,0.000E+00,UL
266.76042,49.63361,2.420E+23,1.268E-13,7.158E-14,
266.76042,49.63361,4.110E+23,1.530E-13,6.810E-14,
266.76042,49.63361,7.250E+23,1.766E-13,5.693E-14,
266.76042,49.63361,1.210E+24,1.899E-13,6.105E-14,
266.76042,49.63361,2.418E+24,1.390E-13,7.624E-14,
266.76042,49.63361,4.110E+24,2.294E-13,9.731E-14,
266.76042,49.63361,7.250E+24,1.914E-13,1.164E-13,
266.76042,49.63361,1.210E+25,2.570E-13,0.000E+00,UL
266.76042,49.63361,2.420E+25,4.190E-13,0.000E+00,UL
282.09375,65.61583,2.420E+23,2.040E-13,0.000E+00,UL
282.09375,65.61583,4.110E+23,1.670E-13,0.000E+00,UL
282.09375,65.61583,7.250E+23,1.211E-13,4.934E-14,
282.09375,65.61583,1.210E+24,1.926E-13,5.672E-14,
282.09375,65.61583,2.418E+24,2.580E-13,7.688E-14,
282.09375,65.61583,4.110E+24,3.068E-13,9.936E-14,
282.09375,65.61583,7.250E+24,4.686E-13,1.523E-13,
282.09375,65.61583,1.210E+25,4.495E-13,1.997E-13,
282.09375,65.61583,2.420E+25,4.190E-13,0.000E+00,UL
282.6,26.53139,2.420E+23,2.674E-13,1.402E-13,
282.6,26.53139,4.110E+23,3.537E-13,8.395E-14,
282.6,26.53139,7.250E+23,3.424E-13,1.013E-13,
282.6,26.53139,1.210E+24,3.312E-13,9.286E-14,
282.6,26.53139,2.418E+24,4.303E-13,1.157E-13,
282.6,26.53139,4.110E+24,5.322E-13,1.547E-13,
282.6,26.53139,7.250E+24,5.604E-13,1.876E-13,
282.6,26.53139,2.420E+25,8.287E-13,4.602E-13,
284.55583,43.41417,2.420E+23,1.925E-13,1.296E-13,
284.55583,43.41417,4.110E+23,2.518E-13,9.653E-14,
284.55583,43.41417,7.250E+23,2.455E-13,6.603E-14,
284.55583,43.41417,1.210E+24,3.150E-13,7.566E-14,
284.55583,43.41417,2.418E+24,2.865E-13,8.997E-14,
284.55583,43.41417,4.110E+24,2.645E-13,1.083E-13,
284.55583,43.41417,7.250E+24,2.851E-13,1.868E-13,
284.55583,43.41417,1.210E+25,2.570E-13,0.000E+00,UL
284.55583,43.41417,2.420E+25,4.190E-13,0.000E+00,UL
293.55292,-24.32222,2.420E+23,2.040E-13,0.000E+00,UL
293.55292,-24.32222,4.110E+23,1.132E-13,7.729E-14,
293.55292,-24.32222,7.250E+23,2.415E-13,9.695E-14,
293.55292,-24.32222,1.210E+24,4.488E-13,9.733E-14,
293.55292,-24.32222,2.418E+24,5.167E-13,1.271E-13,
293.55292,-24.32222,4.110E+24,5.192E-13,1.709E-13,
293.55292,-24.32222,7.250E+24,5.630E-13,2.071E-13,
293.55292,-24.32222,1.210E+25,5.188E-13,2.473E-13,
293.55292,-24.32222,2.420E+25,4.190E-13,0.000E+00,UL
295.98417,21.30611,2.420E+23,2.040E-13,0.000E+00,UL
295.98417,21.30611,4.110E+23,1.670E-13,0.000E+00,UL
295.98417,21.30611,7.250E+23,2.149E-13,6.382E-14,
295.98417,21.30611,1.210E+24,5.612E-13,1.606E-13,
295.98417,21.30611,2.418E+24,1.388E-12,2.500E-13,
295.98417,21.30611,4.110E+24,2.069E-12,3.206E-13,
295.98417,21.30611,7.250E+24,2.775E-12,3.100E-13,
295.98417,21.30611,1.210E+25,3.153E-12,1.015E-16,
295.98417,21.30611,2.420E+25,2.448E-12,1.400E-13,
300.51708,-57.6125,2.420E+23,3.917E-13,1.429E-13,
300.51708,-57.6125,4.110E+23,4.067E-13,8.977E-14,
300.51708,-57.6125,7.250E+23,4.167E-13,7.615E-14,
300.51708,-57.6125,1.210E+24,4.921E-13,8.878E-14,
300.51708,-57.6125,2.418E+24,5.845E-13,1.228E-13,
300.51708,-57.6125,4.110E+24,5.035E-13,1.585E-13,
300.51708,-57.6125,7.250E+24,2.579E-13,1.353E-13,
300.51708,-57.6125,1.210E+25,2.570E-13,0.000E+00,UL
300.51708,-57.6125,2.420E+25,4.190E-13,0.000E+00,UL
303.00375,-77.20528,2.420E+23,1.403E-13,1.888E-13,
303.00375,-77.20528,4.110E+23,1.568E-13,1.154E-13,
303.00375,-77.20528,7.250E+23,1.166E-13,7.481E-14,
303.00375,-77.20528,1.210E+24,1.390E-13,0.000E+00,UL
303.00375,-77.20528,2.418E+24,6.982E-14,3.870E-14,
303.00375,-77.20528,4.110E+24,1.186E-13,6.845E-14,
303.00375,-77.20528,7.250E+24,2.030E-13,0.000E+00,UL
303.00375,-77.20528,1.210E+25,2.570E-13,0.000E+00,UL
303.00375,-77.20528,2.420E+25,4.190E-13,0.000E+00,UL
313.17708,8.17778,2.420E+23,2.040E-13,0.000E+00,UL
313.17708,8.17778,4.110E+23,1.670E-13,0.000E+00,UL
313.17708,8.17778,7.250E+23,1.440E-13,0.000E+00,UL
313.17708,8.17778,1.210E+24,1.390E-13,0.000E+00,UL
313.17708,8.17778,2.418E+24,2.085E-13,9.832E-14,
313.17708,8.17778,4.110E+24,3.265E-13,1.341E-13,
313.17708,8.17778,7.250E+24,3.355E-13,1.602E-13,
313.17708,8.17778,1.210E+25,2.570E-13,0.000E+00,UL
313.17708,8.17778,2.420E+25,4.190E-13,0.000E+00,UL
326.38875,-4.5775,2.420E+23,6.956E-13,2.507E-13,
326.38875,-4.5775,4.110E+23,2.091E-13,1.004E-13,
326.38875,-4.5775,7.250E+23,1.440E-13,0.000E+00,UL
326.38875,-4.5775,1.210E+24,1.390E-13,0.000E+00,UL
326.38875,-4.5775,2.418E+24,1.450E-13,0.000E+00,UL
326.38875,-4.5775,4.110E+24,1.640E-13,0.000E+00,UL
326.38875,-4.5775,7.250E+24,2.030E-13,0.000E+00,UL
326.38875,-4.5775,1.210E+25,2.570E-13,0.000E+00,UL
326.38875,-4.5775,2.420E+25,4.190E-13,0.000E+00,UL
328.05875,-12.09472,2.420E+23,6.349E-13,2.562E-13,
328.05875,-12.09472,4.110E+23,4.382E-13,1.122E-13,
328.05875,-12.09472,7.250E+23,4.159E-13,9.091E-14,
328.05875,-12.09472,1.210E+24,4.580E-13,1.007E-13,
328.05875,-12.09472,2.418E+24,4.915E-13,1.298E-13,
328.05875,-12.09472,4.110E+24,3.729E-13,1.649E-13,
328.05875,-12.09472,7.250E+24,2.030E-13,0.000E+00,UL
328.05875,-12.09472,1.210E+25,2.570E-13,0.000E+00,UL
328.05875,-12.09472,2.420E+25,4.190E-13,0.000E+00,UL
330.28042,-59.11111,2.420E+23,1.509E-13,3.848E-14,
330.28042,-59.11111,4.110E+23,2.119E-13,4.839E-14,
330.28042,-59.11111,7.250E+23,2.235E-13,1.805E-14,
330.28042,-59.11111,1.210E+24,1.987E-13,7.117E-14,
330.28042,-59.11111,2.418E+24,8.620E-14,7.186E-14,
330.28042,-59.11111,4.110E+24,1.640E-13,0.000E+00,UL
330.28042,-59.11111,7.250E+24,2.030E-13,0.000E+00,UL
330.28042,-59.11111,1.210E+25,2.570E-13,0.000E+00,UL
330.28042,-59.11111,2.420E+25,4.190E-13,0.000E+00,UL
330.4825,-17.11667,2.420E+23,2.040E-13,0.000E+00,UL
330.4825,-17.11667,4.110E+23,1.670E-13,0.000E+00,UL
330.4825,-17.11667,7.250E+23,1.440E-13,0.000E+00,UL
330.4825,-17.11667,1.210E+24,1.390E-13,0.000E+00,UL
330.4825,-17.11667,2.418E+24,7.052E-14,6.014E-14,
330.4825,-17.11667,4.110E+24,1.032E-13,7.809E-14,
330.4825,-17.11667,7.250E+24,2.634E-13,1.597E-13,
330.4825,-17.11667,1.210E+25,3.673E-13,2.135E-13,
330.4825,-17.11667,2.420E+25,4.190E-13,0.000E+00,UL
332.62333,36.36639,2.420E+23,1.737E-13,1.613E-13,
332.62333,36.36639,4.110E+23,1.854E-13,1.124E-13,
332.62333,36.36639,7.250E+23,1.150E-13,6.717E-14,
332.62333,36.36639,1.210E+24,1.048E-13,7.711E-14,
332.62333,36.36639,2.418E+24,1.450E-13,0.000E+00,UL
332.62333,36.36639,4.110E+24,1.640E-13,0.000E+00,UL
332.62333,36.36639,7.250E+24,9.644E-14,6.923E-14,
332.62333,36.36639,1.210E+25,2.570E-13,0.000E+00,UL
332.62333,36.36639,2.420E+25,4.190E-13,0.000E+00,UL
332.78458,-0.05056,2.420E+23,1.971E-13,1.389E-13,
332.78458,-0.05056,4.110E+23,2.259E-13,9.816E-14,
332.78458,-0.05056,7.250E+23,2.691E-13,8.277E-14,
332.78458,-0.05056,1.210E+24,3.675E-13,9.752E-14,
332.78458,-0.05056,2.418E+24,4.100E-13,1.257E-13,
332.78458,-0.05056,4.110E+24,4.841E-13,1.787E-13,
332.78458,-0.05056,7.250E+24,4.838E-13,2.296E-13,
332.78458,-0.05056,1.210E+25,3.448E-13,2.644E-13,
332.78458,-0.05056,2.420E+25,4.190E-13,0.000E+00,UL
338.25458,13.60028,2.420E+23,2.040E-13,0.000E+00,UL
338.25458,13.60028,4.110E+23,1.670E-13,0.000E+00,UL
338.25458,13.60028,7.250E+23,1.440E-13,0.000E+00,UL
338.25458,13.60028,1.210E+24,1.461E-13,7.065E-14,
338.25458,13.60028,2.418E+24,9.649E-14,8.108E-14,
338.25458,13.60028,4.110E+24,1.653E-13,1.221E-13,UL
338.25458,13.60028,7.250E+24,2.058E-13,1.621E-13,
338.25458,13.60028,1.210E+25,2.486E-13,1.823E-13,
338.25458,13.60028,2.420E+25,4.190E-13,0.000E+00,UL
339.10958,37.12028,2.420E+23,1.501E-13,1.231E-13,
339.10958,37.12028,4.110E+23,1.789E-13,9.372E-14,
339.10958,37.12028,7.250E+23,1.917E-13,7.296E-14,
339.10958,37.12028,1.210E+24,1.598E-13,7.135E-14,
339.10958,37.12028,2.418E+24,2.201E-13,9.063E-14,
